Origine: nom UO;Bassin de collecte;Acteur: nom UO;Type de transaction;Sous type de transaction;Contenant;Prix de base;Indice;Date prix de base;Date de début;Date de fin
;L'Aigle;TRSP2123 - SUEZ RV NORMANDIE - L'AIGLE;Transport;Retrait;Benne 30m3;461.23 €;Pas de variation;01/08/2020;31/01/2021;
;L'Aigle;TRSP2123 - SUEZ RV NORMANDIE - L'AIGLE;Transport;Rotation;Benne 30m3;461.23 €;Pas de variation;01/08/2020;31/01/2021;
;L'Aigle;TRSP2123 - SUEZ RV NORMANDIE - L'AIGLE;Transport;Depose;Benne 30m3;170.2 €;Pas de variation;01/08/2020;31/01/2021;
;L'Aigle;TRSP2123 - SUEZ RV NORMANDIE - L'AIGLE;Transport;Depose;Benne 30m3 UO;170.2 €;Pas de variation;01/08/2020;31/01/2021;
;Marne-la-Vallée;TRSP2123-DEMENAGEMENTS DELACQUIS;Transport;Rotation;Camion hayon 50m3;250 €;Pas de variation;01/08/2020;31/01/2021;
;Marne-la-Vallée;TRSP2123-DEMENAGEMENTS DELACQUIS;Transport;Rotation;Camion hayon 30m3;250 €;Pas de variation;01/08/2020;31/01/2021;
PAV - GUYOT ENVIRONNEMENT - PLOUFRAGAN;;PAV - GUYOT ENVIRONNEMENT - PLOUFRAGAN;Commercial;Aide au chargement;;75 €;PAV;01/01/2020;01/01/2020;
PAV - C - PRAXY - SOFOVAR;;PAV - C - PRAXY - SOFOVAR;Commercial;Aide au chargement;;85 €;PAV;01/01/2021;01/01/2020;
CDP2123-SERDEX - SAINT PRIEST;;CDP2123-SERDEX - SAINT PRIEST;Evacuation;CSR;;197.4 €;Pas de variation;01/11/2020;09/02/2021;
;Laval;TRSP21-23 PASSENAUD RECYCLAGE;Transport;Retrait;Benne 30m3;430 €;Pas de variation;01/08/2020;31/01/2021;
;Laval;TRSP21-23 PASSENAUD RECYCLAGE;Transport;Rotation;Benne 30m3;430 €;Pas de variation;01/08/2020;31/01/2021;
;Laval;TRSP21-23 PASSENAUD RECYCLAGE;Transport;Depose;Benne 30m3;100 €;Pas de variation;01/08/2020;31/01/2021;
CDT2123-SERDEX - SAINT PRIEST;;CDT2123-SERDEX - SAINT PRIEST;Evacuation;Refus de traitement ISDND;;197 €;Pas de variation;01/11/2020;01/01/2021;
CDP2123-PAPREC MEDITERRANEE - Liouc;;CDP2123-PAPREC MEDITERRANEE - Liouc;Evacuation;Refus de traitement ISDND;;177 €;Pas de variation;01/08/2020;01/01/2021;
;La Rochelle;TRSP2123-VEOLIA PROPRETE POITOU CHARENTES - Aytré;Transport;Benne en débord;bi-benne 30m3 (benne duo, camion remorque);76 €;Pas de variation;01/08/2020;31/01/2021;
;La Rochelle;TRSP2123-VEOLIA PROPRETE POITOU CHARENTES - Aytré;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);289 €;Pas de variation;01/08/2020;31/01/2021;
;La Rochelle;TRSP2123-VEOLIA PROPRETE POITOU CHARENTES - Aytré;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);289 €;Pas de variation;01/08/2020;31/01/2021;
;La Rochelle;TRSP2123-VEOLIA PROPRETE POITOU CHARENTES - Aytré;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);198 €;Pas de variation;01/08/2020;31/01/2021;
;Avignon;TRSP2123-SUEZ RV MEDITERRANEE - MONTFAVET;Transport;Depose;Benne 30m3 UO;107 €;Pas de variation;01/08/2020;31/01/2021;
;Avignon;TRSP2123-SUEZ RV MEDITERRANEE - MONTFAVET;Transport;Rotation;Benne 30m3 UO;501 €;Pas de variation;01/08/2020;31/01/2021;
;Avignon;TRSP2123-SUEZ RV MEDITERRANEE - MONTFAVET;Transport;Retrait;Benne 30m3 UO;501 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-ORGANIDEM;Transport;Rotation;Camion hayon 50m3;250 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-ORGANIDEM;Transport;Rotation;Camion hayon 30m3;240 €;Pas de variation;01/08/2020;31/01/2021;
;Cavaillon - Apt;TRSP2123-NICOLLIN BERRE L'ETANG;Commercial;Location de benne UO;Benne 30m3 UO;3.5 €;Pas de variation;01/08/2020;31/01/2021;
;Cavaillon - Apt;TRSP2123-NICOLLIN BERRE L'ETANG;Transport;Retrait;Benne 30m3 UO;400 €;Pas de variation;01/08/2020;31/01/2021;
;Cavaillon - Apt;TRSP2123-NICOLLIN BERRE L'ETANG;Transport;Rotation;Benne 30m3 UO;400 €;Pas de variation;01/08/2020;31/01/2021;
;Cavaillon - Apt;TRSP2123-NICOLLIN BERRE L'ETANG;Transport;Depose;Benne 30m3 UO;400 €;Pas de variation;01/08/2020;31/01/2021;
;Carhaix-Plouguer;TRSP2123-LES RECYCLEURS BRETONS - PLOUIGNEAU;Transport;Depose;Benne 30m3;145 €;Pas de variation;01/08/2020;31/01/2021;
;Carhaix-Plouguer;TRSP2123-LES RECYCLEURS BRETONS - PLOUIGNEAU;Transport;Retrait;Benne 30m3;145 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Rotation;Benne 30m3;276 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;Benne 30m3;276 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Depose;Benne 30m3;248 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;Benne 30m3 UO;276 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Commercial;Location de benne UO;Benne 30m3 UO;8 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Depose;Benne 30m3 UO;248 €;Pas de variation;01/08/2020;31/01/2021;
;Sarlat-la-Canéda;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Rotation;Benne 30m3 UO;276 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Rotation;Benne 30m3;146 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Retrait;Benne 30m3;146 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Rotation;Benne 30m3 UO;146 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Retrait;Benne 30m3 UO;146 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Depose;Benne 30m3;88 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Transport;Depose;Benne 30m3 UO;88 €;Pas de variation;01/08/2020;31/01/2021;
;Guyane ZONE 1;TRSP2123 - S.G.V.D ;Commercial;Location de benne UO;Benne 30m3 UO;11 €;Pas de variation;01/08/2020;31/01/2021;
CDP2123-NANTET - FRANCIN;;CDP2123-NANTET - FRANCIN;Evacuation;CSR;;145 €;Pas de variation;01/11/2020;09/02/2021;09/02/2021
CDP2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;;CDP2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;Evacuation;Refus de préparation UVE;;170 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-SCHROLL;;CDP2123-SCHROLL;Evacuation;Refus de préparation UVE;;160 €;Pas de variation;01/12/2020;01/01/2021;
CDP2123-PRAXY - FOURMENT RECYCLAGE;;CDP2123-PRAXY - FOURMENT RECYCLAGE;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - DOUBS RECYCLAGE;;CDP2123-PRAXY - DOUBS RECYCLAGE;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VALORIDEC - TUBERT;;CDP2123-VALORIDEC - TUBERT;Evacuation;Refus de préparation UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VALORIDEC - CARCASSONNE;;CDP2123-VALORIDEC - CARCASSONNE;Evacuation;Refus de préparation UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VALORIDEC - LESPIGNAN;;CDP2123-VALORIDEC - LESPIGNAN;Evacuation;Refus de préparation UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VEOLIA IPODEC OISSEL;;CDP2123-VEOLIA IPODEC OISSEL;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/01/2021;01/01/2021;
CDP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy;;CDP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - EPUR MEDITERRANEE Gignac;;CDP2123-PRAXY - EPUR MEDITERRANEE Gignac;Evacuation;Refus de préparation UVE;;168.36 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - YONNE RECYCLAGE;;CDP2123-PRAXY - YONNE RECYCLAGE;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - SEINE & YONNE RECYCLAGE;;CDP2123-PRAXY - SEINE & YONNE RECYCLAGE;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - EPUR CENTRE Mâcon;;CDP2123-PRAXY - EPUR CENTRE Mâcon;Evacuation;Refus de préparation UVE;;188 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - EPUR CENTRE Digoin;;CDP2123-PRAXY - EPUR CENTRE Digoin;Evacuation;Refus de préparation UVE;;174.65 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin;;CDP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin;Evacuation;Refus de préparation UVE;;195 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - ARC EN CIEL RECYCLAGE IZEAUX;;CDP2123-PRAXY - ARC EN CIEL RECYCLAGE IZEAUX;Evacuation;Refus de préparation UVE;;195 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - PRAXY CENTRE Issoire;;CDP2123-PRAXY - PRAXY CENTRE Issoire;Evacuation;Refus de préparation UVE;;145 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - BAUDELET;;CDP2123-PRAXY - BAUDELET;Evacuation;Refus de préparation UVE;;120 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - BOURGOGNE RECYCLAGE Longvic;;CDP2123-PRAXY - BOURGOGNE RECYCLAGE Longvic;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - CENTRAIS RECYCLAGE;;CDP2123-PRAXY - CENTRAIS RECYCLAGE;Evacuation;Refus de préparation UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF -  Belloy-en-France;;CDP2123-PAPREC GRAND IDF -  Belloy-en-France;Evacuation;Refus de préparation UVE;;119 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF - Chécy;;CDP2123-PAPREC GRAND IDF - Chécy;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;;CDP2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;Evacuation;Refus de préparation UVE;;147 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF -  Saint Mard;;CDP2123-PAPREC GRAND IDF -  Saint Mard;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC NORD NORMANDIE - Amiens;;CDP2123-PAPREC NORD NORMANDIE - Amiens;Evacuation;Refus de préparation UVE;;139 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF - Wissous;;CDP2123-PAPREC GRAND IDF - Wissous;Evacuation;Refus de préparation UVE;;135 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF - Gennevilliers;;CDP2123-PAPREC GRAND IDF - Gennevilliers;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PAPREC GRAND IDF -  Le Blanc Mesnil;;CDP2123-PAPREC GRAND IDF -  Le Blanc Mesnil;Evacuation;Refus de préparation UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;;CDT2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;Evacuation;Refus de traitement UVE;;170 €;Pas de variation;01/08/2020;01/01/2021;01/01/2021
CDT2123-SCHROLL;;CDT2123-SCHROLL;Evacuation;Refus de traitement UVE;;160 €;Pas de variation;01/12/2020;01/01/2021;
CDT2123-PRAXY - FOURMENT RECYCLAGE;;CDT2123-PRAXY - FOURMENT RECYCLAGE;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - DOUBS RECYCLAGE;;CDT2123-PRAXY - DOUBS RECYCLAGE;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-VALORIDEC - TUBERT;;CDT2123-VALORIDEC - TUBERT;Evacuation;Refus de traitement UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-VALORIDEC - CARCASSONNE;;CDT2123-VALORIDEC - CARCASSONNE;Evacuation;Refus de traitement UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-VALORIDEC - LESPIGNAN;;CDT2123-VALORIDEC - LESPIGNAN;Evacuation;Refus de traitement UVE;;175 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-VEOLIA IPODEC OISSEL;;CDT2123-VEOLIA IPODEC OISSEL;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/01/2021;01/01/2021;
CDT2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy;;CDT2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - EPUR MEDITERRANEE Gignac;;CDT2123-PRAXY - EPUR MEDITERRANEE Gignac;Evacuation;Refus de traitement UVE;;168.36 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - YONNE RECYCLAGE;;CDT2123-PRAXY - YONNE RECYCLAGE;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - SEINE & YONNE RECYCLAGE;;CDT2123-PRAXY - SEINE & YONNE RECYCLAGE;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - EPUR CENTRE Mâcon;;CDT2123-PRAXY - EPUR CENTRE Mâcon;Evacuation;Refus de traitement UVE;;188 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - EPUR CENTRE Digoin;;CDT2123-PRAXY - EPUR CENTRE Digoin;Evacuation;Refus de traitement UVE;;174.65 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin;;CDT2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin;Evacuation;Refus de traitement UVE;;195 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - ARC EN CIEL RECYCLAGE IZEAUX;;CDT2123-PRAXY - ARC EN CIEL RECYCLAGE IZEAUX;Evacuation;Refus de traitement UVE;;195 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - PRAXY CENTRE Issoire;;CDT2123-PRAXY - PRAXY CENTRE Issoire;Evacuation;Refus de traitement UVE;;145 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - BAUDELET;;CDT2123-PRAXY - BAUDELET;Evacuation;Refus de traitement UVE;;120 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - BOURGOGNE RECYCLAGE Longvic;;CDT2123-PRAXY - BOURGOGNE RECYCLAGE Longvic;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - CENTRAIS RECYCLAGE;;CDT2123-PRAXY - CENTRAIS RECYCLAGE;Evacuation;Refus de traitement UVE;;161 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Belloy-en-France;;CDT2123-PAPREC GRAND IDF -  Belloy-en-France;Evacuation;Refus de traitement UVE;;119 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Chécy;;CDT2123-PAPREC GRAND IDF - Chécy;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;;CDT2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;Evacuation;Refus de traitement UVE;;147 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Saint Mard;;CDT2123-PAPREC GRAND IDF -  Saint Mard;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC NORD NORMANDIE - Amiens;;CDT2123-PAPREC NORD NORMANDIE - Amiens;Evacuation;Refus de traitement UVE;;139 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Wissous;;CDT2123-PAPREC GRAND IDF - Wissous;Evacuation;Refus de traitement UVE;;135 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Gennevilliers;;CDT2123-PAPREC GRAND IDF - Gennevilliers;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Le Blanc Mesnil;;CDT2123-PAPREC GRAND IDF -  Le Blanc Mesnil;Evacuation;Refus de traitement UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Chécy;;CDT2123-PAPREC GRAND IDF - Chécy;Evacuation;non DEA DIB UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Wissous;;CDT2123-PAPREC GRAND IDF - Wissous;Evacuation;non DEA DIB UVE;;135 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Saint Mard;;CDT2123-PAPREC GRAND IDF -  Saint Mard;Evacuation;non DEA DIB UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;;CDT2123-PAPREC GRAND IDF - Pont-Sainte-Maxence;Evacuation;non DEA DIB UVE;;147 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Belloy-en-France;;CDT2123-PAPREC GRAND IDF -  Belloy-en-France;Evacuation;non DEA DIB UVE;;119 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF -  Le Blanc Mesnil;;CDT2123-PAPREC GRAND IDF -  Le Blanc Mesnil;Evacuation;non DEA DIB UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PAPREC GRAND IDF - Gennevilliers;;CDT2123-PAPREC GRAND IDF - Gennevilliers;Evacuation;non DEA DIB UVE;;140 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-SCHROLL;;CDT2123-SCHROLL;Evacuation;non DEA DIB UVE;;160 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - SOFOVAR;;CDT2123-PRAXY - SOFOVAR;Evacuation;non DEA DIB UVE;;202 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - YONNE RECYCLAGE;;CDT2123-PRAXY - YONNE RECYCLAGE;Evacuation;non DEA DIB UVE;;168 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - SEINE & YONNE RECYCLAGE;;CDT2123-PRAXY - SEINE & YONNE RECYCLAGE;Evacuation;non DEA DIB UVE;;168 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - PRAXY CENTRE Issoire;;CDT2123-PRAXY - PRAXY CENTRE Issoire;Evacuation;non DEA DIB UVE;;145 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - FOURMENT RECYCLAGE;;CDT2123-PRAXY - FOURMENT RECYCLAGE;Evacuation;non DEA DIB UVE;;147 €;Pas de variation;01/08/2020;01/01/2021;
CDT2123-PRAXY - CERNAY ENVIRONNEMENT;;CDT2123-PRAXY - CERNAY ENVIRONNEMENT;Evacuation;non DEA DIB UVE;;190 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-SOTREMA;;CDP2123-SOTREMA;Evacuation;Refus de préparation ISDND;;137 €;Pas de variation;01/11/2020;01/01/2021;
CDP2123-SERDEX - SAINT PRIEST;;CDP2123-SERDEX - SAINT PRIEST;Evacuation;Refus de préparation ISDND;;197 €;Pas de variation;01/11/2020;01/01/2021;
CDP2123-CORUDO;;CDP2123-CORUDO;Evacuation;Refus de préparation ISDND;;170 €;Pas de variation;01/11/2020;01/01/2021;
CDP2123-CITRAVAL;;CDP2123-CITRAVAL;Evacuation;Refus de préparation ISDND;;197 €;Pas de variation;01/10/2020;01/01/2021;
CDP2123-LES RECYCLEURS BRETONS - CAUDAN;;CDP2123-LES RECYCLEURS BRETONS - CAUDAN;Evacuation;Refus de préparation ISDND;;186 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-LES RECYCLEURS BRETONS - PLOUIGNEAU;;CDP2123-LES RECYCLEURS BRETONS - PLOUIGNEAU;Evacuation;Refus de préparation ISDND;;186 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-LES RECYCLEURS BRETONS - GUIPAVAS;;CDP2123-LES RECYCLEURS BRETONS - GUIPAVAS;Evacuation;Refus de préparation ISDND;;186 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VEOLIA PROPRETE MIDI PYRENEES - Villeneuve-Tolosane;;CDP2123-VEOLIA PROPRETE MIDI PYRENEES - Villeneuve-Tolosane;Evacuation;Refus de préparation ISDND;;165 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;;CDP2123-VEOLIA ONYX LANGUEDOC ROUSSILLON Pignan;Evacuation;Refus de préparation ISDND;;170 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VEOLIA SUD EST ASSAINISSEMENT - NICE ST ISIDORE;;CDP2123-VEOLIA SUD EST ASSAINISSEMENT - NICE ST ISIDORE;Evacuation;Refus de préparation ISDND;;207 €;Pas de variation;01/01/2021;01/01/2021;
CDP2123-SUEZ R&V NORD EST - OIRY;;CDP2123-SUEZ R&V NORD EST - OIRY;Evacuation;Refus de préparation ISDND;;183 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV NORD EST - NOYELLES GODAULT;;CDP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Evacuation;Refus de préparation ISDND;;162 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV LILLE - HAUBOURDIN;;CDP2123-SUEZ RV LILLE - HAUBOURDIN;Evacuation;Refus de préparation ISDND;;162 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV NORD EST - LA CHAPELLE ST LUC;;CDP2123-SUEZ RV NORD EST - LA CHAPELLE ST LUC;Evacuation;Refus de préparation ISDND;;182 €;Pas de variation;01/09/2020;01/01/2021;
CDP 2123 - SUEZ RV NORD EST - FAMECK;;CDP 2123 - SUEZ RV NORD EST - FAMECK;Evacuation;Refus de préparation ISDND;;182 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SCHROLL;;CDP2123-SCHROLL;Evacuation;Refus de préparation ISDND;;160 €;Pas de variation;01/12/2020;01/01/2021;
CDP2123-PRAXY - SOFOVAR;;CDP2123-PRAXY - SOFOVAR;Evacuation;Refus de préparation ISDND;;207 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - FOURMENT RECYCLAGE;;CDP2123-PRAXY - FOURMENT RECYCLAGE;Evacuation;Refus de préparation ISDND;;147 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PRAXY - DOUBS RECYCLAGE;;CDP2123-PRAXY - DOUBS RECYCLAGE;Evacuation;Refus de préparation ISDND;;168 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-PLANCHER Environnement;;CDP2123-PLANCHER Environnement;Evacuation;Refus de préparation ISDND;;190 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-NANTET - FRANCIN;;CDP2123-NANTET - FRANCIN;Evacuation;Refus de préparation ISDND;;203 €;Pas de variation;01/11/2020;01/01/2021;
CDP2123-VEOLIA PROPRETE AQUITAINE - Boé / DAMAZAN;;CDP2123-VEOLIA PROPRETE AQUITAINE - Boé / DAMAZAN;Evacuation;Refus de préparation ISDND;;200 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-VEOLIA LIMOUSIN - BRIVE;;CDP2123-VEOLIA LIMOUSIN - BRIVE;Evacuation;Refus de préparation ISDND;;163 €;Pas de variation;01/08/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - ROCHEFORT;;CDP2123-SUEZ RV SUD OUEST - ROCHEFORT;Evacuation;Refus de préparation ISDND;;177 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - NIORT;;CDP2123-SUEZ RV SUD OUEST - NIORT;Evacuation;Refus de préparation ISDND;;177 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - MOUGUERRE;;CDP2123-SUEZ RV SUD OUEST - MOUGUERRE;Evacuation;Refus de préparation ISDND;;164 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV CHARENTE LIMOUSIN – MORNAC;;CDP2123-SUEZ RV CHARENTE LIMOUSIN – MORNAC;Evacuation;Refus de préparation ISDND;;177 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - LES MILLAS;;CDP2123-SUEZ RV SUD OUEST - LES MILLAS;Evacuation;Refus de préparation ISDND;;177 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - BRIVE;;CDP2123-SUEZ RV SUD OUEST - BRIVE;Evacuation;Refus de préparation ISDND;;174 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV SUD OUEST - BOULAZAC;;CDP2123-SUEZ RV SUD OUEST - BOULAZAC;Evacuation;Refus de préparation ISDND;;135 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;;CDP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Evacuation;Refus de préparation ISDND;;162 €;Pas de variation;01/09/2020;01/01/2021;
CDP2123-BRANGEON RECYCLAGE FERS - Cholet;;CDP2123-BRANGEON RECYCLAGE FERS - Cholet;Evacuation;Refus de préparation ISDND;;157 €;Pas de variation;01/11/2020;01/01/2021;
